Codigo,Apelido,Razao Social,Endereco,Bairro,Cidade,ES,CEP,DDD/TEL/FAX,CNPJ,INSC.Estadual,Contato,Email,order_1,order_2,order_3,order_4,order_5,order_6,order_7,order_8,order_9,order_10,order_11,order_12,order_13,order_14,order_15,order_16,order_17,order_18,order_19,order_20,order_21,order_22,order_23,order_24,order_25,order_26,order_27,order_28,order_29,order_30,order_31,order_32,order_33,order_34,order_35,order_36,order_37,order_38,order_39,order_40,order_41,order_42,order_43,order_44,order_45,order_46,order_47,order_48,order_49,order_50,last_order
11663,MODO SANTO,MODO SANTO CONFECCOES EIRELI,"RUA ELIZA WHITAKER, 119BOX 47S/47SB",BRAS,SAO PAULO,SP,03009-030,11 / 98320-7863 / ,33.318.287/0001-51,123.914.357.110,,,"['021097', '045989', '07/04/2021', '710.90', '132', 'Intercommerce']","['020956', '045916', '09/03/2021', '803.30', '142', 'Intercommerce']","['0S1509', '000223', '02/03/2021', '283.50', '51', 'PURA FIBRA']","['020644', '045697', '18/02/2021', '195.80', '31', 'Intercommerce']","['020586', '045678', '15/02/2021', '320.90', '61', 'Intercommerce']","['020334', '091556', '04/02/2021', '207.30', '31', 'Singular(F)']","['020333', '045524', '04/02/2021', '243.70', '41', 'Intercommerce']","['020322', '045509', '03/02/2021', '732.20', '132', 'Intercommerce']","['020146', '045374', '21/01/2021', '1483.80', '282', 'Intercommerce']","['020077', '045316', '19/01/2021', '333.50', '51', 'Intercommerce']","['106406', '091186', '10/12/2020', '765.30', '132', 'Singular(F)']","['019640', '091067', '27/11/2020', '323.50', '61', 'Singular(F)']","['019566', 'Corte', '20/11/2020', '2.00', '11', 'Singular(F)']","['019311', '090733', '29/10/2020', '610.00', '102', 'Singular(F)']","['018765', '090358', '06/10/2020', '387.00', '61', 'Singular(F)']","['018764', '044765', '06/10/2020', '594.00', '102', 'Intercommerce']","['016878', '089141', '03/08/2020', '411.50', '81', 'Singular(F)']","['015981', '003483', '19/06/2020', '327.00', '61', 'FIBRA FANTASIA']","['0R3194', '081872', '04/09/2019', '52.82', '142', 'Singular(F)']","['0R1567', '002860', '22/07/2019', '130.65', '81', 'FIO FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-07
11664,AVIMALHAS LTDA,AVIMALHAS LTDA,"R FILOMENA MARTINS NAZARENO BRINGEL, 279TERREO 1",PARQUE PIAUI,TIMON,MA,65631-280,86 / 3221-8296 / ,30.579.609/0001-28,12.563859-0,,malhaecia.cn@hotmail.com,"['0R4285', '068280', '01/10/2019', '120.00', '61', 'Singular']","['007934', '067093', '15/08/2019', '361.00', '61', 'Singular']","['006721', '079303', '26/06/2019', '192.90', '91', 'Singular(F)']","['006719', '065451', '25/06/2019', '235.60', '112', 'Singular']","['006720', '042951', '25/06/2019', '85.30', '41', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-01
11670,MASTENTA,MASTENTA COM DE PRESENTES LTDA,"RUA SAMPSON, 268",BRAS,SAO PAULO,SP,03013-040, /  / ,13.803.768/0001-45,146.159.909.113,,financeirololalotta@gmail.com,"['B88886', '079287', '25/06/2019', '5070.30', '972', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-25
11672,DAMAFF,DAMAFF IND E COM DE CONFECCOES LTDA,"RUA SAO VICENTE DE PAULA, 340",MICHEL,CRICIUMA,SC,88803-110,48 / 99930-8382 / 3045-4667,12.403.196/0001-44,256175349,,escapemodas@hotmail.com,"['006904', '043051', '04/07/2019', '301.00', '61', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-04
11673,MELANINA,MELANINA IND E COM DE ROUPAS LTDA,"RUA JOSE PAULINO, 698",BOM RETIRO,SAO PAULO,SP,01120-000,11 / 3224-8258 / 4119-0962,33.191.821/0001-01,123.847.038.110,,koumoficial@gmail.com,"['0R5872', '072033', '21/02/2020', '163.00', '31', 'Singular']","['102715', '003354', '20/02/2020', '401.70', '71', 'FIBRA FANTASIA']","['102709', '003315', '12/02/2020', '1042.50', '172', 'FIBRA FANTASIA']","['102708', '086968', '12/02/2020', '1267.00', '202', 'Singular(F)']","['013400', '071044', '24/01/2020', '1502.50', '292', 'Singular']","['0R5874', '070912', '23/01/2020', '284.00', '51', 'Singular']","['0R5873', '086047', '22/01/2020', '371.50', '71', 'Singular(F)']","['0R5870', '070809', '22/01/2020', '347.00', '61', 'Singular']","['012334', '070149', '12/12/2019', '159.00', '31', 'Singular']","['012176', '085149', '06/12/2019', '2038.00', '332', 'Singular(F)']","['011376', '069677', '21/11/2019', '866.00', '172', 'Singular']","['105709', '084116', '07/11/2019', '1028.70', '162', 'Singular(F)']","['10319A', '044053', '17/10/2019', '1371.10', '282', 'Intercommerce']","['010260', '068727', '17/10/2019', '1003.00', '212', 'Singular']","['0R3372', '043915', '04/10/2019', '326.20', '71', 'Intercommerce']","['B98969', '043789', '20/09/2019', '610.00', '102', 'Intercommerce']","['0R1037', '043762', '20/09/2019', '802.00', '162', 'Intercommerce']","['0R3331', '067895', '18/09/2019', '337.00', '61', 'Singular']","['008151', '067178', '19/08/2019', '43.10', '11', 'Singular']","['0R1019', '066528', '01/08/2019', '327.70', '71', 'Singular']","['0Q8546', '066180', '19/07/2019', '376.00', '81', 'Singular']","['0Q8554', '066129', '19/07/2019', '514.80', '91', 'Singular']","['0Q8544', '066122', '19/07/2019', '428.10', '91', 'Singular']","['0Q8558', '043152', '15/07/2019', '606.50', '122', 'Intercommerce']","['0Q6626', '043114', '12/07/2019', '170.00', '31', 'Intercommerce']","['0Q8548', '065955', '11/07/2019', '270.00', '51', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,2020-02-21
11675,KAERU JEANS,KAERU JEANS LTDA,"RUA RENATO CLAUDIO TORTOLA, 39",RES VALDEMAR TAVARES,URUPES,SP,15850-000,17 / 3552-1538 / ,11.230.574/0001-72,707.079.434.116,,kaerujeans@hotmail.com,"['0R6141', '086201', '24/01/2020', '9859.70', '962', 'Singular(F)']","['0R5536', '083867', '04/11/2019', '5043.10', '462', 'Singular(F)']","['0R5312', '083862', '04/11/2019', '7976.90', '722', 'Singular(F)']","['10042A', '083279', '14/10/2019', '9353.20', '872', 'Singular(F)']","['009343', '082735', '01/10/2019', '4520.50', '412', 'Singular(F)']","['009201', '082516', '23/09/2019', '10028.70', '922', 'Singular(F)']","['008742', '082088', '09/09/2019', '5067.90', '442', 'Singular(F)']","['008318', '081529', '23/08/2019', '5018.70', '452', 'Singular(F)']","['007421', '066389', '26/07/2019', '5.00', '11', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-24
11677,ROGELIO HUANCA,ROGELIO HUANCA HUANCA,"RUA PASCOAL TAMBASCO, 124",JARDIM BRASIL,SAO PAULO,SP,02210-120,11 / 96805-4376 / ,10.508.092/0001-79,148.415.210.115,,,"['109613', '091837', '05/03/2021', '1668.00', '272', 'Singular(F)']","['020902', '045888', '04/03/2021', '725.00', '112', 'Intercommerce']","['020903', '091817', '04/03/2021', '500.00', '81', 'Singular(F)']","['0S1427', '000224', '02/03/2021', '433.00', '91', 'PURA FIBRA']","['020635', '045692', '17/02/2021', '373.00', '61', 'Intercommerce']","['020636', '091682', '17/02/2021', '119.40', '21', 'Singular(F)']","['106396', '000030', '09/12/2020', '1969.00', '342', 'PURA FIBRA']","['019075', '090523', '19/10/2020', '2025.70', '312', 'Singular(F)']","['019074', '044928', '19/10/2020', '2232.00', '362', 'Intercommerce']","['018745', '090343', '05/10/2020', '730.50', '112', 'Singular(F)']","['B91765', '000157', '28/09/2020', '1297.00', '202', 'FIBRA COLORIDA']","['018152', '089947', '14/09/2020', '166.00', '31', 'Singular(F)']","['018155', '089948', '14/09/2020', '912.00', '142', 'Singular(F)']","['018153', '000068', '14/09/2020', '336.00', '61', 'FIBRA COLORIDA']","['018151', '044548', '11/09/2020', '318.00', '61', 'Intercommerce']","['017629', '044451', '27/08/2020', '1414.00', '232', 'Intercommerce']","['017427', '089492', '20/08/2020', '621.00', '112', 'Singular(F)']","['017428', '003692', '20/08/2020', '320.00', '61', 'FIBRA FANTASIA']","['017174', '003662', '13/08/2020', '652.20', '112', 'FIBRA FANTASIA']","['017171', '089340', '13/08/2020', '733.00', '112', 'Singular(F)']","['017172', '089341', '13/08/2020', '584.00', '91', 'Singular(F)']","['017173', '089342', '13/08/2020', '161.50', '31', 'Singular(F)']","['017175', '089343', '13/08/2020', '276.00', '51', 'Singular(F)']","['016802', '003622', '30/07/2020', '269.00', '51', 'FIBRA FANTASIA']","['007269', '087741', '05/03/2020', '38.00', '31', 'Singular(F)']","['0R7644', '087492', '02/03/2020', '179.00', '192', 'Singular(F)']","['014552', '087263', '18/02/2020', '175.00', '152', 'Singular(F)']","['0R7261', '086810', '07/02/2020', '50.00', '41', 'Singular(F)']","['013803', '086664', '05/02/2020', '13.00', '11', 'Singular(F)']","['013800', '086663', '05/02/2020', '53.00', '41', 'Singular(F)']","['13807L', '086554', '04/02/2020', '204.00', '152', 'Singular(F)']","['13797L', '086557', '04/02/2020', '14.00', '11', 'Singular(F)']","['13798A', '086558', '04/02/2020', '167.00', '162', 'Singular(F)']","['013808', '086555', '04/02/2020', '29.00', '21', 'Singular(F)']","['13801A', '086627', '04/02/2020', '10.40', '11', 'Singular(F)']","['138044', '086628', '04/02/2020', '25.00', '21', 'Singular(F)']","['13809D', '086556', '04/02/2020', '134.00', '122', 'Singular(F)']","['013808', 'Corte', '03/02/2020', '134.00', '21', 'FIBRA FANTASIA']","['R12363', '085300', '13/12/2019', '171.00', '162', 'Singular(F)']","['12309A', '085291', '12/12/2019', '314.00', '272', 'Singular(F)']","['12361A', '085292', '12/12/2019', '90.00', '81', 'Singular(F)']","['11911A', '084905', '29/11/2019', '239.00', '212', 'Singular(F)']","['011309', '084555', '19/11/2019', '24.00', '21', 'Singular(F)']","['11308A', '084556', '19/11/2019', '186.00', '162', 'Singular(F)']","['11310A', '084483', '18/11/2019', '245.00', '202', 'Singular(F)']","['011064', '084257', '11/11/2019', '215.00', '182', 'Singular(F)']","['047843', '084170', '08/11/2019', '742.00', '622', 'Singular(F)']","['010851', '084173', '08/11/2019', '428.00', '362', 'Singular(F)']",,,2021-03-05
11681,J SCHMIDT & CIA,J SCHMIDT & CIA,"R HENRIQUE LAGE, 421",CENTRO,CRICIUMA,SC,88801-010,48 / 3233-1947 / ,76.605.898/0001-93,250953994,,classicbeachbrasil@gmail.com,"['007095', '043095', '12/07/2019', '3.00', '11', 'Intercommerce']","['007032', '065881', '10/07/2019', '9.00', '31', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-12
11682,MARIA HELENA SALES,MARIA HELENA SALES DIAS,"RUA CLOVIS SPINOLA, 40BL D APT 1306",POLITEAMA,SALVADOR,BA,40080-241,74 / 99189-4187 / ,34.158.603/0001-38,159.366.712,,geysa.rocha@gmail.com,"['020412', '045619', '10/02/2021', '358.00', '61', 'Intercommerce']","['020413', '091598', '10/02/2021', '118.00', '21', 'Singular(F)']","['007076', '066343', '24/07/2019', '118.40', '21', 'Singular']","['007077', '043314', '24/07/2019', '61.00', '11', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-10
11683,M E F COSTA,M E F COSTA COM DE TECIDOS EPP,"R FLORIANO PEIXOTO, 440",CENTRO,FORTALEZA,CE,60025-130,85 / 3483-0465 / ,33.706.328/0001-87,69.471.541,,isistecidos@hotmail.com,"['011051', '084517', '18/11/2019', '832.50', '422', 'Singular(F)']","['009379', '082804', '02/10/2019', '24677.90', '4743', 'Singular(F)']","['0R3082', '082766', '01/10/2019', '6301.10', '1173', 'Singular(F)']","['009383', '082752', '01/10/2019', '9143.00', '1573', 'Singular(F)']","['R34234', '082624', '26/09/2019', '2693.00', '522', 'Singular(F)']","['B96108', '082163', '12/09/2019', '5666.60', '1023', 'Singular(F)']","['B96119', '081806', '03/09/2019', '22889.50', '4283', 'Singular(F)']","['MF3008', '081658', '02/09/2019', '35555.50', '6503', 'Singular(F)']","['0M8293', '081612', '28/08/2019', '2471.00', '502', 'Singular(F)']","['008044', '081494', '21/08/2019', '18593.10', '3323', 'Singular(F)']","['0MEF01', '081493', '21/08/2019', '1011.30', '212', 'Singular(F)']","['008037', '081308', '15/08/2019', '4592.00', '832', 'Singular(F)']","['008016', '081259', '14/08/2019', '4412.80', '852', 'Singular(F)']","['MF1420', '081119', '09/08/2019', '6235.30', '1113', 'Singular(F)']","['MF7731', '080942', '06/08/2019', '8695.20', '1633', 'Singular(F)']","['007541', '080678', '31/07/2019', '7161.10', '1423', 'Singular(F)']","['B96075', '080642', '30/07/2019', '1395.00', '272', 'Singular(F)']","['0M7438', '080592', '29/07/2019', '18476.00', '3633', 'Singular(F)']","['007440', '080549', '26/07/2019', '3081.60', '582', 'Singular(F)']","['07254A', '043296', '22/07/2019', '12795.90', '2313', 'Intercommerce']","['007254', '043294', '20/07/2019', '12659.00', '2273', 'Intercommerce']","['007086', '080024', '15/07/2019', '2415.00', '482', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-18
11684,SAMUEL H DOS ANJOS,SAMUEL H DOS ANJOS GONSALVES,"RUA SALDANHA DA GAMA, 81",CENTRO,SANTA CRUZ DO CAPIBARIBE,PE,55192-075,81 / 99485-4259 / ,33.918.488/0001-90,0833284-32,,samuelhenrique.pe@gmail.com,"['007165', '043243', '18/07/2019', '680.00', '132', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-18
11686,ACERVO CARIOCA,ACERVO CARIOCA COM E CONF DE ROUPAS LTDA EPP,"RUA SOLDADO BRUNO ESTRIFICA, 25",CURICICA,RIO DE JANEIRO,RJ,22780-600,21 / 99101-7736 / ,20.364.178/0001-29,86.702.290,,,"['AA3865', '066636', '02/08/2019', '227.00', '41', 'Singular']","['007187', '080140', '18/07/2019', '2.00', '11', 'Singular(F)']","['007186', '080123', '17/07/2019', '158.90', '31', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-02
11689,ADRIANA LEOZINI,ADRIANA LEOZINI,"ALAMEDA LORENA, 1304CONJ 1203",JARDIM PAULISTA,SAO PAULO,SP,01424-004, /  / ,28.100.037/0001-00,118.241.534.110,,adrianaleonzini@gmail.com,"['109998', '083563', '22/10/2019', '34.50', '11', 'Singular(F)']","['AL8525', '081738', '03/09/2019', '55.00', '11', 'Singular(F)']","['0A7810', '080961', '07/08/2019', '100.70', '21', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-22
11691,J L DA SILVA,J L DA SILVA JUNIOR CONFECCAO ME,"RUA TERTULIANO FARIAS, 126",RENDEIRAS,CARUARU,PE,55022-460,81 / 99590-0494 / ,25.348.964/0001-56,0684169-46,,crisbelamodafeminina@hotmail.com,"['014489', '087192', '17/02/2020', '636.00', '122', 'Singular(F)']","['014493', '071922', '17/02/2020', '367.00', '71', 'Singular']","['012972', '085818', '17/01/2020', '86.00', '41', 'Singular(F)']","['12567B', '070605', '16/01/2020', '127.70', '21', 'Singular']","['012566', '070551', '15/01/2020', '342.00', '61', 'Singular']","['011326', '084667', '23/11/2019', '868.00', '162', 'Singular(F)']","['011325', '069722', '22/11/2019', '560.80', '91', 'Singular']","['009651', '068359', '02/10/2019', '1273.00', '262', 'Singular']","['008924', '067953', '19/09/2019', '350.00', '71', 'Singular']","['008925', '043690', '13/09/2019', '42.00', '11', 'Intercommerce']","['0J8671', '082011', '06/09/2019', '434.00', '71', 'Singular(F)']","['008667', '067698', '06/09/2019', '513.50', '91', 'Singular']","['007195', '066065', '18/07/2019', '1354.00', '242', 'Singular']","['007196', '080145', '18/07/2019', '195.00', '41', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-17
11694,ZULMA DE OLIVEIRA,ZULMA DE OLIVEIRA TOMAZ,"R FULVIO FURTADO, 793PAVLH 01",AEROPORTO,ARARANGUA,SC,88905-192,48 / 3522.0211 / ,13.247.676/0001-26,256327998,,danfe@allzap.com.br,"['014268', '071611', '07/02/2020', '115.80', '21', 'Singular']","['012524', '085469', '07/01/2020', '22.80', '11', 'Singular(F)']","['0R2754', '081413', '19/08/2019', '230.90', '41', 'Singular(F)']","['0R2754', 'Corte', '19/08/2019', '230.90', '41', 'FIO FANTASIA']","['0R2924', '066817', '07/08/2019', '432.00', '71', 'Singular']","['007191', '066055', '18/07/2019', '290.50', '51', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-07
11695,JANETE GARCIA,JANETE GARCIA DA SILVA,"RUA TURVOLANDIA, 15",JD NOSSA SENHORA APARECID,SAO PAULO,SP,03939-060,11 / 8526-0580 / ,32.750.533/0001-87,123.610.906.116,,mariaanthonieta.store@gmail.com,"['007221', '080474', '24/07/2019', '3.00', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-24
11696,CHITA DI LUXO,CHITA DI LUXO,"R BERNADETE, 310",VILA DO AMERICANO,FERRAZ DE VASCONCELOS,SP,08533-250,11 / 4654-3012 / 96654-261,17.000.053/0001-05,305.065.502.119,,ana430paula@hotmail.com,"['018722', '090330', '02/10/2020', '1106.90', '192', 'Singular(F)']","['018319', '000103', '17/09/2020', '473.50', '91', 'FIBRA COLORIDA']","['018141', '000061', '11/09/2020', '205.00', '31', 'FIBRA COLORIDA']","['018139', '044549', '11/09/2020', '529.00', '102', 'Intercommerce']","['018140', '089911', '11/09/2020', '956.40', '222', 'Singular(F)']","['018094', 'Corte', '10/09/2020', '2.00', '11', 'FIBRA COLORIDA']","['0R9076', '000048', '09/09/2020', '290.50', '61', 'FIBRA COLORIDA']","['0R9105', '000038', '09/09/2020', '1223.30', '262', 'FIBRA COLORIDA']","['0R9077', '000021', '27/08/2020', '359.00', '91', 'FIBRA COLORIDA']","['0R9104', '000012', '26/08/2020', '357.00', '71', 'FIBRA COLORIDA']","['017094', 'Corte', '11/08/2020', '4.00', '21', 'FIBRA FANTASIA']","['016934', '089194', '05/08/2020', '237.50', '122', 'Singular(F)']","['016616', '088978', '23/07/2020', '1801.60', '332', 'Singular(F)']","['016617', '003594', '23/07/2020', '318.10', '61', 'FIBRA FANTASIA']","['016474', 'Corte', '20/07/2020', '2.00', '11', 'FIBRA FANTASIA']","['016473', 'Corte', '20/07/2020', '2.00', '11', 'Singular(F)']","['0R5363', '086688', '05/02/2020', '3380.40', '652', 'Singular(F)']","['013709', '086426', '31/01/2020', '561.70', '282', 'Singular(F)']","['013710', 'Corte', '30/01/2020', '18.50', '11', 'FIBRA FANTASIA']","['0R5370', '085399', '18/12/2019', '2789.50', '522', 'Singular(F)']","['0R4206', '084057', '07/11/2019', '712.50', '362', 'Singular(F)']","['0R4204', '084025', '07/11/2019', '817.50', '412', 'Singular(F)']","['C10265', '083403', '17/10/2019', '1050.00', '192', 'Singular(F)']","['0R3899', '003075', '04/10/2019', '400.20', '81', 'FIBRA FANTASIA']","['0C9076', '082397', '20/09/2019', '957.70', '202', 'Singular(F)']","['B98323', '082373', '19/09/2019', '610.80', '122', 'Singular(F)']","['B98323', 'Corte', '18/09/2019', '610.80', '122', 'FIBRA FANTASIA']","['0R2715', '082206', '13/09/2019', '624.00', '122', 'Singular(F)']","['B98322', '082095', '09/09/2019', '1191.90', '212', 'Singular(F)']","['B96047', '081300', '15/08/2019', '361.50', '61', 'Singular(F)']","['B96216', '081077', '09/08/2019', '343.50', '71', 'Singular(F)']","['007767', '080976', '07/08/2019', '1698.60', '322', 'Singular(F)']","['CL7259', '080312', '23/07/2019', '510.00', '102', 'Singular(F)']","['B96018', '080287', '22/07/2019', '1062.60', '202', 'Singular(F)']",,,,,,,,,,,,,,,,,2020-10-02
11697,VIP FASHION,VIP FASHION IND DE CONFECCOES LTDA,"TV BARRETO, 120",CAJAZEIRAS,FORTALEZA,CE,60824-116,85 / 3491-7841 / ,01.196.026/0001-10,69.709.181,,,"['0R2745', '081225', '13/08/2019', '1051.00', '202', 'Singular(F)']","['0R2747', '080977', '07/08/2019', '1208.50', '222', 'Singular(F)']","['VF7275', '080304', '23/07/2019', '1220.00', '192', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-13
11698,MISS WARA,MISS WARA COM E CONF LTDA,"RUA JOSE PAULINO, 345LOJA10",BOM RETIRO,SAO PAULO,SP,01120-001,11 / 3337-3849 / ,30.703.577/0001-20,119.577.331.111,,,"['004175', '083579', '23/10/2019', '145.00', '132', 'Singular(F)']","['004169', '083578', '23/10/2019', '181.00', '162', 'Singular(F)']","['0R4165', '083504', '21/10/2019', '35.00', '31', 'Singular(F)']","['0R4166', '083512', '21/10/2019', '23.00', '21', 'Singular(F)']","['0R4170', '083509', '21/10/2019', '11.00', '11', 'Singular(F)']","['0R4174', '083510', '21/10/2019', '23.00', '21', 'Singular(F)']","['0R4171', '082665', '30/09/2019', '26.00', '21', 'Singular(F)']","['0R4179', '082669', '30/09/2019', '78.00', '61', 'Singular(F)']","['MW9128', '082506', '23/09/2019', '41.00', '21', 'Singular(F)']","['M97483', '082508', '23/09/2019', '18.00', '11', 'Singular(F)']","['0M9129', '082488', '23/09/2019', '66.00', '31', 'Singular(F)']","['0R2687', '081430', '20/08/2019', '92.55', '81', 'Singular(F)']","['0R2685', '002925', '12/08/2019', '46.69', '41', 'FIO FANTASIA']","['007293', '002872', '23/07/2019', '6.60', '11', 'FIO FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-23
11699,MARCIAL MAMANI,MARCIAL MAMANI QUISBERT,"RIA JOVITA DE QUADROS GOES, 444",PARQUE RESIDENCIAL BAMBI,GUARULHOS,SP,07159-810,11 / 4301-0369 / ,18.733.348/0001-53,796.134.180.112,,,"['M12612', '085570', '13/01/2020', '114.00', '122', 'Singular(F)']","['005048', '084175', '08/11/2019', '208.00', '182', 'Singular(F)']","['005052', '084167', '08/11/2019', '68.00', '61', 'Singular(F)']","['05503A', '084135', '07/11/2019', '36.00', '31', 'Singular(F)']","['R4647J', '084137', '07/11/2019', '202.00', '212', 'Singular(F)']","['0R4650', '083912', '04/11/2019', '655.00', '592', 'Singular(F)']","['0R4569', '083909', '04/11/2019', '193.00', '172', 'Singular(F)']","['004183', '083053', '07/10/2019', '416.00', '432', 'Singular(F)']","['MM9127', '082505', '23/09/2019', '169.00', '172', 'Singular(F)']","['MR3280', '082074', '09/09/2019', '111.00', '122', 'Singular(F)']","['0R3146', '081715', '02/09/2019', '91.24', '91', 'Singular(F)']","['0R3148', '081716', '02/09/2019', '80.10', '81', 'Singular(F)']","['0R3153', '081717', '02/09/2019', '160.79', '162', 'Singular(F)']","['0R2689', '002913', '07/08/2019', '19.71', '21', 'FIO FANTASIA']","['0R2688', '002912', '07/08/2019', '20.79', '21', 'FIO FANTASIA']","['B99400', '002898', '01/08/2019', '48.18', '51', 'FIO FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-13
11700,M. ALVES DE OLIVEIRA,M. ALVES DE OLVEIRA,"R JOSE QUARTIEIRO, 221",NOVA BRASILIA,SOMBRIO,SC,88960-000,48 / 3533-1223 / ,30.761.080/0001-69,258722487,,panochik.rh@hotmail.com,"['015455', '087908', '12/03/2020', '24.80', '31', 'Singular(F)']","['015455', 'Corte', '11/03/2020', '24.80', '31', 'Singular']","['013966', '071420', '04/02/2020', '28.60', '31', 'Singular']","['010262', '083499', '21/10/2019', '1461.40', '292', 'Singular(F)']","['M10263', '083400', '17/10/2019', '560.50', '102', 'Singular(F)']","['010147', '083372', '16/10/2019', '744.90', '152', 'Singular(F)']","['010146', '068684', '15/10/2019', '501.40', '91', 'Singular']","['007604', '066557', '01/08/2019', '102.20', '21', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-12
11701,BELIVHE IND DE MODA,BELIVHE IND DE MODA LTDA,"RUA ALVARO DO CABO, 140",HIGIENOPOLIS,RIO DE JANEIRO,RJ,21061-000,21 / 2147-7084 / ,32.267.816/0001-72,11.324.185,,compras@garagerio.com.br,"['007365', '066362', '24/07/2019', '614.00', '142', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-24
11705,DONA CHARME,DONA CHARME CONFECCOES EIRELI,"R. CASEMIRO DE ABREU, 390",BRAS,SAO PAULO,SP,03013-001,11 / 3313-5032 / ,09.065.479/0001-19,147.536.111.113,,donacharme@donacharme.com.br,"['0R2792', '081291', '15/08/2019', '254.00', '51', 'Singular(F)']","['B99669', '080924', '06/08/2019', '797.00', '152', 'Singular(F)']","['B99667', '080854', '05/08/2019', '293.00', '51', 'Singular(F)']","['B99665', '080556', '26/07/2019', '226.00', '41', 'Singular(F)']","['B99664', '080553', '26/07/2019', '497.00', '91', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-15
11706,ALVIM TEX,ALVIM TEX COM DE TECIDOS EIRELI,"RUA ITAPIRACABA, 131",BRAS,SAO PAULO,SP,03025-050,11 / 2692-7299 / ,28.503.082/0001-06,119.037.754.113,,alvimtex131@outlook.com,"['07924A', '081299', '15/08/2019', '1041.90', '982', 'Singular(F)']","['AT7708', '080910', '06/08/2019', '2954.00', '592', 'Singular(F)']","['B88889', '043332', '25/07/2019', '550.60', '522', 'Intercommerce']","['B88888', '043329', '25/07/2019', '530.60', '502', 'Intercommerce']","['B88887', '043330', '25/07/2019', '742.80', '712', 'Intercommerce']","['B88886', '043331', '25/07/2019', '806.40', '732', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-15
11709,VMV MODAS,VMV MODAS E CONFECCOES EIRELI,"R CONCEICAO SAMMARTINO, 510",CENTRO,JANDIRA,SP,06600-080,11 / 2409-0846 / ,31.505.755/0003-33,398.142.308.118,,vmvmodas@gmail.com,"['007832', '081248', '14/08/2019', '315.00', '61', 'Singular(F)']","['0R2884', '081152', '12/08/2019', '150.00', '31', 'Singular(F)']","['0V7660', '080956', '06/08/2019', '252.30', '51', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-14
11710,ERICKA SAYLLA,ERICKA SAYLLA GERMANO BICALHO ME,"AV DOS EXPECIONARIOS, 5251",BENFICA,FORTALEZA,CE,60410-441,85 / 98871-7642 / 3039-3711,04.908.056/0001-08,06.664923-4,,financeiro.kiqui@hotmail.com,"['019753', '045175', '11/12/2020', '1230.00', '252', 'Intercommerce']","['019454', '090821', '10/11/2020', '1021.60', '192', 'Singular(F)']","['013366', '086241', '24/01/2020', '549.50', '102', 'Singular(F)']","['0R2896', '081962', '05/09/2019', '398.75', '202', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-11
